<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.08.21	17:40:00	102080	102150	102055	102135	7667	27465	5
2019.08.21	17:50:00	102145	102270	102105	102140	5249	21561	5
2019.08.22	09:00:00	101895	102040	101765	101880	36691	116777	5
2019.08.22	09:10:00	101885	101940	101710	101745	37880	112965	5
2019.08.22	09:20:00	101745	101845	101685	101795	30131	87359	5
2019.08.22	09:30:00	101795	102040	101770	102020	44766	136613	5
2019.08.22	09:40:00	102020	102375	102015	102350	79604	255604	5
2019.08.22	09:50:00	102345	102420	102240	102275	45345	140974	5
2019.08.22	10:00:00	102275	102285	102110	102180	43393	134280	5
2019.08.22	10:10:00	102175	102180	101815	101935	91059	280009	5
2019.08.22	10:20:00	101930	101955	101670	101730	69435	230218	5
2019.08.22	10:30:00	101730	102250	101655	102225	92471	296396	5
2019.08.22	10:40:00	102220	102415	101825	101890	96740	322883	5
2019.08.22	10:50:00	101890	102200	101855	102025	62010	207881	5
2019.08.22	11:00:00	102025	102080	101660	101710	66552	237138	5
2019.08.22	11:10:00	101710	101720	101465	101510	63587	220372	5
2019.08.22	11:20:00	101510	101595	101345	101450	58277	196426	5
2019.08.22	11:30:00	101450	101470	101270	101375	53936	200642	5
2019.08.22	11:40:00	101370	101480	101215	101335	48949	172695	5
2019.08.22	11:50:00	101335	101425	101235	101280	37256	136047	5
2019.08.22	12:00:00	101280	101475	101200	101460	48664	183448	5
2019.08.22	12:10:00	101460	101535	101320	101350	36150	131526	5
2019.08.22	12:20:00	101345	101440	101300	101315	26879	97989	5
2019.08.22	12:30:00	101310	101385	101155	101355	36800	128454	5
2019.08.22	12:40:00	101350	101375	101215	101310	21609	78511	5
2019.08.22	12:50:00	101310	101370	101230	101290	22097	77630	5
2019.08.22	13:00:00	101295	101550	101285	101505	33866	128887	5
2019.08.22	13:10:00	101500	101520	101255	101310	31383	115566	5
2019.08.22	13:20:00	101315	101345	101110	101155	31313	115176	5
2019.08.22	13:30:00	101155	101180	100865	100885	47292	176858	5
2019.08.22	13:40:00	100885	101065	100885	100970	32495	122337	5
2019.08.22	13:50:00	100970	101060	100940	100965	22213	85065	5
2019.08.22	14:00:00	100965	101115	100900	101035	28970	108905	5
2019.08.22	14:10:00	101035	101130	101015	101090	19866	76047	5
2019.08.22	14:20:00	101090	101265	101090	101150	32696	124556	5
2019.08.22	14:30:00	101145	101235	101070	101170	27765	102911	5
2019.08.22	14:40:00	101170	101225	100980	101020	30411	113731	5
2019.08.22	14:50:00	101015	101030	100815	100960	39609	147965	5
2019.08.22	15:00:00	100955	101090	100900	100970	31662	122116	5
2019.08.22	15:10:00	100965	101045	100920	100970	20210	76950	5
2019.08.22	15:20:00	100970	101035	100855	100905	28290	110271	5
2019.08.22	15:30:00	100910	100965	100800	100930	31521	124507	5
2019.08.22	15:40:00	100930	101075	100885	100990	30293	115573	5
2019.08.22	15:50:00	100985	101020	100915	101010	20198	78917	5
2019.08.22	16:00:00	101015	101035	100855	100940	26857	102983	5
2019.08.22	16:10:00	100940	100995	100865	100965	20634	79298	5
2019.08.22	16:20:00	100965	101045	100955	100985	20767	77494	5
2019.08.22	16:30:00	100985	101020	100885	100960	20864	80113	5
2019.08.22	16:40:00	100955	101090	100955	101070	18213	72264	5
2019.08.22	16:50:00	101070	101155	100850	100880	43520	170247	5
2019.08.22	17:00:00	100875	100900	100710	100805	25505	97175	5
2019.08.22	17:10:00	100805	100885	100760	100785	13874	52837	5
2019.08.22	17:20:00	100785	100800	100720	100750	9767	39834	5
2019.08.22	17:30:00	100745	100765	100675	100700	9295	37434	5
2019.08.22	17:40:00	100695	100710	100625	100690	8473	34785	5
2019.08.22	17:50:00	100695	100820	100615	100820	4292	24133	5
2019.08.23	09:00:00	100950	100950	99720	100015	85788	285904	5
2019.08.23	09:10:00	100010	100245	99915	99915	62716	192067	5
2019.08.23	09:20:00	99915	100010	99425	99635	79120	231547	5
2019.08.23	09:30:00	99635	99795	99560	99785	50281	147404	5
2019.08.23	09:40:00	99780	99915	99610	99735	49866	146378	5
2019.08.23	09:50:00	99735	99910	99690	99885	34505	103687	5
2019.08.23	10:00:00	99880	99950	99665	99825	54075	167991	5
2019.08.23	10:10:00	99825	99890	99375	99755	74227	224857	5
2019.08.23	10:20:00	99760	100015	99665	99980	61957	190116	5
2019.08.23	10:30:00	99980	100195	99725	99800	101081	327466	5
2019.08.23	10:40:00	99805	100030	99625	99665	58544	188740	5
2019.08.23	10:50:00	99665	100025	99625	100005	49983	166650	5
2019.08.23	11:00:00	100005	100795	99940	100400	111864	379853	5
2019.08.23	11:10:00	100400	100520	100165	100490	68649	228365	5
2019.08.23	11:20:00	100490	100540	100130	100225	50822	170512	5
2019.08.23	11:30:00	100220	100475	100160	100440	45612	154670	5
2019.08.23	11:40:00	100440	100560	100230	100315	49198	163453	5
2019.08.23	11:50:00	100315	100660	100265	100350	56430	191630	5
2019.08.23	12:00:00	100350	100395	98760	98835	158628	552659	5
2019.08.23	12:10:00	98840	99195	98700	99100	86936	301497	5
2019.08.23	12:20:00	99100	99105	98805	98865	53280	175508	5
2019.08.23	12:30:00	98870	98945	98405	98480	59302	211787	5
2019.08.23	12:40:00	98475	98580	98350	98390	47682	165643	5
2019.08.23	12:50:00	98390	98470	98225	98265	44236	157363	5
2019.08.23	13:00:00	98265	98285	98075	98135	38241	146389	5
2019.08.23	13:10:00	98135	98390	98110	98360	27238	103048	5
2019.08.23	13:20:00	98360	98365	97915	97995	34714	130356	5
2019.08.23	13:30:00	98000	98290	97985	98235	25968	95030	5
2019.08.23	13:40:00	98240	98310	98055	98080	21627	76937	5
2019.08.23	13:50:00	98085	98210	97965	98165	26308	96457	5
2019.08.23	14:00:00	98165	98170	97715	97810	39009	142976	5
2019.08.23	14:10:00	97810	97980	97670	97905	33322	124714	5
2019.08.23	14:20:00	97910	97990	97790	97895	26563	102220	5
2019.08.23	14:30:00	97900	98140	97865	98130	27434	97444	5
2019.08.23	14:40:00	98130	98435	98000	98375	38002	139717	5
2019.08.23	14:50:00	98370	98755	98335	98600	43202	167842	5
2019.08.23	15:00:00	98600	98710	98460	98600	31379	122815	5
2019.08.23	15:10:00	98600	98665	98485	98510	22102	82257	5
2019.08.23	15:20:00	98510	98695	98440	98620	28665	110228	5
2019.08.23	15:30:00	98620	98785	98570	98605	34039	135926	5
2019.08.23	15:40:00	98605	98605	98250	98405	48763	186542	5
2019.08.23	15:50:00	98400	98600	98365	98560	29482	114037	5
2019.08.23	16:00:00	98565	98730	98490	98590	27642	106127	5
2019.08.23	16:10:00	98590	98645	98405	98455	39481	164751	5
2019.08.23	16:20:00	98460	98505	98340	98385	25516	97465	5
2019.08.23	16:30:00	98380	98435	98230	98350	24783	96741	5
2019.08.23	16:40:00	98350	98395	98175	98190	26777	112076	5
2019.08.23	16:50:00	98185	98280	98030	98265	41047	161269	5
2019.08.23	17:00:00	98255	98465	98235	98400	37026	137420	5
2019.08.23	17:10:00	98395	98445	98320	98390	14214	53958	5
2019.08.23	17:20:00	98395	98415	98295	98390	9048	37502	5
2019.08.23	17:30:00	98390	98470	98345	98390	10141	40965	5
2019.08.23	17:40:00	98395	98460	98350	98385	7713	35073	5
2019.08.23	17:50:00	98385	98420	98340	98350	3870	22217	5
2019.08.26	09:00:00	98895	99080	98690	99045	47017	154632	5
2019.08.26	09:10:00	99040	99130	98800	98865	47358	152349	5
2019.08.26	09:20:00	98860	99035	98830	98995	29326	94162	5
2019.08.26	09:30:00	98995	99070	98745	98900	55593	172550	5
2019.08.26	09:40:00	98900	99050	98865	98960	32344	96934	5
2019.08.26	09:50:00	98960	99210	98875	99145	51744	167817	5
2019.08.26	10:00:00	99145	99155	98920	99065	47407	155747	5
2019.08.26	10:10:00	99070	99095	98585	98660	83345	272699	5
2019.08.26	10:20:00	98660	98825	98590	98765	49250	163126	5
2019.08.26	10:30:00	98760	98965	98470	98755	122804	445084	5
2019.08.26	10:40:00	98755	98885	98440	98490	70551	247919	5
2019.08.26	10:50:00	98490	98630	98305	98365	63779	241038	5
2019.08.26	11:00:00	98370	98370	98045	98070	60500	227902	5
2019.08.26	11:10:00	98070	98075	97740	97820	65312	250381	5
2019.08.26	11:20:00	97820	97945	97625	97665	61920	235718	5
2019.08.26	11:30:00	97670	97785	97505	97575	67208	268705	5
2019.08.26	11:40:00	97570	97755	97465	97690	54617	213900	5
2019.08.26	11:50:00	97690	97810	97595	97750	48014	193206	5
2019.08.26	12:00:00	97755	97770	97410	97565	58192	235991	5
2019.08.26	12:10:00	97565	97765	97465	97595	44165	176153	5
2019.08.26	12:20:00	97600	97840	97565	97800	36711	147036	5
2019.08.26	12:30:00	97800	97845	97620	97620	31261	125586	5
2019.08.26	12:40:00	97620	97670	97520	97615	27167	116801	5
2019.08.26	12:50:00	97615	97690	97525	97590	19735	73409	5
2019.08.26	13:00:00	97590	97705	97485	97655	25281	95744	5
2019.08.26	13:10:00	97655	97675	97525	97650	19000	70235	5
2019.08.26	13:20:00	97650	97805	97590	97745	28614	106553	5
2019.08.26	13:30:00	97740	97760	97555	97645	23371	89955	5
2019.08.26	13:40:00	97645	97740	97625	97660	16843	66656	5
2019.08.26	13:50:00	97655	97725	97575	97705	18575	68255	5
2019.08.26	14:00:00	97705	97780	97685	97775	16662	59591	5
2019.08.26	14:10:00	97775	97780	97025	97225	51719	201877	5
2019.08.26	14:20:00	97230	97390	97125	97155	43122	161641	5
2019.08.26	14:30:00	97155	97185	96855	96940	56832	216154	5
2019.08.26	14:40:00	96940	97050	96875	97010	28108	105710	5
2019.08.26	14:50:00	97010	97015	96710	96750	40694	159673	5
2019.08.26	15:00:00	96750	96795	96630	96710	37919	151183	5
2019.08.26	15:10:00	96710	96795	96660	96750	23336	86654	5
2019.08.26	15:20:00	96750	96860	96595	96705	35858	133617	5
2019.08.26	15:30:00	96705	96910	96680	96845	32789	127451	5
2019.08.26	15:40:00	96850	96900	96720	96865	27342	107057	5
2019.08.26	15:50:00	96860	96985	96840	96865	29077	112988	5
2019.08.26	16:00:00	96870	97015	96820	96895	28524	112227	5
2019.08.26	16:10:00	96890	96990	96875	96970	18570	73483	5
2019.08.26	16:20:00	96970	96980	96860	96875	17981	71769	5
2019.08.26	16:30:00	96875	96915	96760	96780	21459	80318	5
2019.08.26	16:40:00	96780	96855	96730	96800	21133	83117	5
2019.08.26	16:50:00	96795	97040	96790	97030	34402	135066	5
2019.08.26	17:00:00	97030	97160	96830	96880	38612	153650	5
2019.08.26	17:10:00	96875	96890	95800	96360	63507	242391	5
2019.08.26	17:20:00	96365	96440	95930	96045	28781	100877	5
2019.08.26	17:30:00	96045	96160	95650	95715	32089	113065	5
2019.08.26	17:40:00	95720	95990	95705	95805	17195	59749	5
2019.08.26	17:50:00	95795	95895	95610	95895	7390	36093	5
2019.08.27	09:00:00	96670	96945	96500	96745	62764	216972	5
2019.08.27	09:10:00	96750	96970	96725	96935	35142	113344	5
2019.08.27	09:20:00	96940	97425	96900	97335	71026	250316	5
2019.08.27	09:30:00	97340	97500	97335	97380	40542	139879	5
2019.08.27	09:40:00	97380	97475	97320	97430	27515	89307	5
2019.08.27	09:50:00	97430	97645	97395	97630	49095	161881	5
2019.08.27	10:00:00	97630	97835	97485	97750	54253	195868	5
2019.08.27	10:10:00	97755	97910	97675	97775	58293	195006	5
2019.08.27	10:20:00	97775	97795	97565	97750	50051	159034	5
2019.08.27	10:30:00	97745	98340	97645	98230	96758	358675	5
2019.08.27	10:40:00	98235	98620	98145	98510	74421	277049	5
2019.08.27	10:50:00	98515	98575	98255	98360	51941	205750	5
2019.08.27	11:00:00	98360	98470	98240	98300	48643	195858	5
2019.08.27	11:10:00	98295	98365	97940	97950	62210	245728	5
2019.08.27	11:20:00	97950	98090	97740	97900	68801	248175	5
2019.08.27	11:30:00	97900	98370	97880	98340	58538	214035	5
2019.08.27	11:40:00	98335	98615	98335	98430	63916	246256	5
2019.08.27	11:50:00	98425	98535	98105	98145	49663	185416	5
2019.08.27	12:00:00	98145	98460	98110	98290	48287	196156	5
2019.08.27	12:10:00	98285	98335	97935	98120	48189	189818	5
2019.08.27	12:20:00	98120	98240	98045	98180	38649	169037	5
2019.08.27	12:30:00	98180	98320	98125	98140	37788	191057	5
2019.08.27	12:40:00	98140	98145	97875	97885	37158	156644	5
2019.08.27	12:50:00	97890	97905	97370	97435	56987	228645	5
2019.08.27	13:00:00	97440	97485	97180	97345	53361	221278	5
2019.08.27	13:10:00	97340	97490	97205	97425	36187	157159	5
2019.08.27	13:20:00	97425	97945	97240	97300	87364	333116	5
2019.08.27	13:30:00	97300	97495	96860	97005	68340	253217	5
2019.08.27	13:40:00	97005	97150	96830	97135	36386	141564	5
2019.08.27	13:50:00	97130	97210	96635	96650	49474	194343	5
2019.08.27	14:00:00	96645	96985	96560	96850	41719	163568	5
2019.08.27	14:10:00	96850	96890	96710	96780	28264	119831	5
2019.08.27	14:20:00	96785	96790	96435	96630	43335	189079	5
2019.08.27	14:30:00	96635	97395	96575	97225	63462	264710	5
2019.08.27	14:40:00	97230	97365	96975	97015	37095	148218	5
2019.08.27	14:50:00	97015	97190	96925	97140	26595	108257	5
2019.08.27	15:00:00	97135	97230	96980	97045	28983	123568	5
2019.08.27	15:10:00	97040	97170	96910	97155	29160	119765	5
2019.08.27	15:20:00	97160	97275	97100	97260	25976	105980	5
2019.08.27	15:30:00	97255	97535	97130	97435	36979	150944	5
2019.08.27	15:40:00	97435	97560	97295	97495	28621	120359	5
2019.08.27	15:50:00	97495	97735	97460	97700	30315	120120	5
2019.08.27	16:00:00	97695	98385	97610	98095	53957	226552	5
2019.08.27	16:10:00	98095	98180	97920	97965	33125	163335	5
2019.08.27	16:20:00	97960	98045	97860	97900	23604	109914	5
2019.08.27	16:30:00	97900	98060	97835	98040	28563	152068	5
2019.08.27	16:40:00	98040	98230	97855	97865	31981	134268	5
2019.08.27	16:50:00	97870	97870	97500	97660	57668	235980	5
2019.08.27	17:00:00	97660	97775	97515	97710	21812	80685	5
2019.08.27	17:10:00	97715	97905	97700	97865	17041	68365	5
2019.08.27	17:20:00	97860	98010	97825	97860	14188	48815	5
2019.08.27	17:30:00	97865	97900	97740	97840	12997	57256	5
2019.08.27	17:40:00	97835	97860	97740	97775	9046	45142	5
2019.08.27	17:50:00	97780	97860	97765	97820	3187	16796	5
2019.08.28	09:00:00	97345	97515	97115	97225	48670	149873	5
2019.08.28	09:10:00	97230	97260	97020	97055	44898	137294	5
2019.08.28	09:20:00	97055	97135	96960	97090	39478	116992	5
2019.08.28	09:30:00	97090	97190	96900	96990	53133	164283	5
2019.08.28	09:40:00	96990	97230	96955	97095	56424	178273	5
2019.08.28	09:50:00	97090	97140	96975	97100	31687	106918	5
2019.08.28	10:00:00	97095	97340	97050	97310	64110	212145	5
2019.08.28	10:10:00	97310	97575	97245	97440	76480	256223	5
2019.08.28	10:20:00	97440	97565	97220	97460	61476	217367	5
2019.08.28	10:30:00	97460	97635	97135	97475	110722	423442	5
2019.08.28	10:40:00	97480	97910	97320	97805	82362	315327	5
2019.08.28	10:50:00	97805	98300	97785	98295	73472	273948	5
2019.08.28	11:00:00	98295	98385	98145	98245	60330	216552	5
2019.08.28	11:10:00	98245	98310	98085	98210	47098	171650	5
2019.08.28	11:20:00	98205	98520	98145	98355	66090	237935	5
2019.08.28	11:30:00	98355	98555	98230	98285	57777	217924	5
2019.08.28	11:40:00	98285	98500	98240	98370	42801	157363	5
2019.08.28	11:50:00	98375	98455	98285	98370	29489	105491	5
2019.08.28	12:00:00	98370	98400	98085	98160	47861	208791	5
2019.08.28	12:10:00	98160	98265	98050	98190	39633	156616	5
2019.08.28	12:20:00	98195	98485	98110	98455	44419	180139	5
2019.08.28	12:30:00	98455	98555	98355	98450	36824	134934	5
2019.08.28	12:40:00	98450	98510	98255	98335	31223	109611	5
2019.08.28	12:50:00	98335	98440	98245	98270	30845	113510	5
2019.08.28	13:00:00	98265	98320	98180	98220	22247	82870	5
2019.08.28	13:10:00	98220	98240	98100	98185	23596	90905	5
2019.08.28	13:20:00	98180	98195	98065	98125	21720	78529	5
2019.08.28	13:30:00	98130	98285	98035	98210	42289	151542	5
2019.08.28	13:40:00	98210	98450	98135	98380	32996	122163	5
2019.08.28	13:50:00	98385	98750	98335	98670	56832	215270	5
2019.08.28	14:00:00	98675	98785	98555	98685	37487	167325	5
2019.08.28	14:10:00	98685	98715	98500	98590	30815	118492	5
2019.08.28	14:20:00	98590	98735	98575	98655	25775	93352	5
2019.08.28	14:30:00	98660	98765	98560	98700	29228	101786	5
2019.08.28	14:40:00	98700	99050	98615	98920	45907	171481	5
2019.08.28	14:50:00	98925	98945	98700	98740	30185	112112	5
2019.08.28	15:00:00	98735	98815	98655	98775	27986	100985	5
2019.08.28	15:10:00	98775	98845	98610	98720	26331	94359	5
2019.08.28	15:20:00	98720	98750	98560	98590	25295	91115	5
2019.08.28	15:30:00	98585	98805	98525	98645	39811	141386	5
2019.08.28	15:40:00	98645	98710	98550	98625	26666	97769	5
2019.08.28	15:50:00	98625	98775	98580	98770	24374	90469	5
2019.08.28	16:00:00	98775	98910	98680	98810	34629	122008	5
2019.08.28	16:10:00	98815	98895	98705	98865	30532	116810	5
2019.08.28	16:20:00	98865	98875	98720	98770	21841	78930	5
2019.08.28	16:30:00	98770	98810	98630	98755	30174	110658	5
2019.08.28	16:40:00	98755	98830	98710	98725	22501	84483	5
2019.08.28	16:50:00	98725	98835	98650	98735	27741	110000	5
2019.08.28	17:00:00	98730	98810	98690	98755	14121	61038	5
2019.08.28	17:10:00	98750	98820	98610	98655	16787	66838	5
2019.08.28	17:20:00	98660	98790	98645	98735	11919	46923	5
2019.08.28	17:30:00	98735	98750	98435	98480	18880	72997	5
2019.08.28	17:40:00	98485	98520	98340	98415	15580	56025	5
2019.08.28	17:50:00	98415	98480	98300	98445	4271	19114	5
2019.08.29	09:00:00	99095	100145	99095	99615	65299	222164	5
2019.08.29	09:10:00	99610	99815	99515	99755	43595	149668	5
2019.08.29	09:20:00	99750	99885	99710	99790	33553	108424	5
2019.08.29	09:30:00	99785	99815	99620	99690	33779	118954	5
2019.08.29	09:40:00	99690	99715	99495	99540	25379	83517	5
2019.08.29	09:50:00	99535	99670	99495	99540	28951	95357	5
2019.08.29	10:00:00	99540	99545	99210	99355	65743	223096	5
2019.08.29	10:10:00	99355	99415	99100	99270	66976	237221	5
2019.08.29	10:20:00	99275	99750	99170	99690	65698	230719	5
2019.08.29	10:30:00	99695	99915	99415	99575	96991	347506	5
2019.08.29	10:40:00	99580	99685	99320	99440	76646	275484	5
2019.08.29	10:50:00	99440	99710	99380	99700	48795	174971	5
2019.08.29	11:00:00	99695	99800	99440	99705	59030	207965	5
2019.08.29	11:10:00	99705	99780	99540	99625	43049	153341	5
2019.08.29	11:20:00	99625	99780	99560	99690	35764	128995	5
2019.08.29	11:30:00	99685	99740	99110	99420	80649	316712	5
2019.08.29	11:40:00	99420	99595	99270	99510	60224	220712	5
2019.08.29	11:50:00	99510	99640	99425	99585	44277	168070	5
2019.08.29	12:00:00	99580	99690	99490	99520	38201	141538	5
2019.08.29	12:10:00	99520	99880	99455	99785	49139	179789	5
2019.08.29	12:20:00	99785	100165	99735	99925	60851	221303	5
2019.08.29	12:30:00	99930	100085	99900	100020	25373	89282	5
2019.08.29	12:40:00	100025	100070	99935	100060	20109	74732	5
2019.08.29	12:50:00	100065	100165	99940	100005	28258	103228	5
2019.08.29	13:00:00	100000	100110	99925	99980	22717	85360	5
2019.08.29	13:10:00	99980	100015	99815	99945	25999	92005	5
2019.08.29	13:20:00	99950	100040	99925	99960	18974	70431	5
2019.08.29	13:30:00	99965	100195	99940	100130	30253	110811	5
2019.08.29	13:40:00	100135	100430	100125	100360	46018	170980	5
2019.08.29	13:50:00	100355	100450	100240	100380	35462	132957	5
2019.08.29	14:00:00	100380	100485	100330	100385	25609	97865	5
2019.08.29	14:10:00	100385	100635	100365	100630	28608	107134	5
2019.08.29	14:20:00	100630	100745	100565	100580	40414	154829	5
2019.08.29	14:30:00	100575	100775	100535	100705	32347	122481	5
2019.08.29	14:40:00	100705	100800	100665	100725	26614	108380	5
2019.08.29	14:50:00	100725	100835	100665	100690	26678	104551	5
2019.08.29	15:00:00	100690	100840	100690	100820	20526	80346	5
2019.08.29	15:10:00	100820	101030	100820	100875	46062	183942	5
2019.08.29	15:20:00	100875	101145	100835	101095	34675	138467	5
2019.08.29	15:30:00	101100	101320	101090	101280	33669	139215	5
2019.08.29	15:40:00	101280	101355	101180	101185	33666	138246	5
2019.08.29	15:50:00	101190	101245	101120	101145	20652	86426	5
2019.08.29	16:00:00	101150	101305	101135	101290	28824	115502	5
2019.08.29	16:10:00	101290	101365	101215	101250	24308	96686	5
2019.08.29	16:20:00	101245	101280	101185	101210	15353	59212	5
2019.08.29	16:30:00	101215	101405	101210	101340	24825	106461	5
2019.08.29	16:40:00	101340	101345	101250	101320	18155	78365	5
2019.08.29	16:50:00	101325	101365	101205	101270	25419	112661	5
2019.08.29	17:00:00	101270	101300	101215	101290	11562	49457	5
2019.08.29	17:10:00	101295	101350	101260	101325	9551	43686	5
2019.08.29	17:20:00	101320	101385	101295	101320	10527	43066	5
2019.08.29	17:30:00	101320	101375	101315	101330	7196	30866	5
2019.08.29	17:40:00	101325	101455	101325	101415	9043	38923	5
2019.08.29	17:50:00	101410	101600	101370	101545	7071	38339	5
2019.08.30	09:00:00	101870	102270	101850	102185	45352	149191	5
2019.08.30	09:10:00	102190	102350	102085	102125	41742	129469	5
2019.08.30	09:20:00	102130	102295	102095	102190	29786	91859	5
2019.08.30	09:30:00	102185	102230	102020	102060	33881	105665	5
2019.08.30	09:40:00	102060	102110	101935	102010	35380	111213	5
2019.08.30	09:50:00	102005	102090	101820	101885	40321	132327	5
2019.08.30	10:00:00	101880	102110	101840	102050	49066	161410	5
2019.08.30	10:10:00	102055	102080	101795	101995	56890	187391	5
2019.08.30	10:20:00	101995	102215	101940	101975	57298	185172	5
2019.08.30	10:30:00	101980	102075	101735	101810	63250	223397	5
2019.08.30	10:40:00	101815	101870	101630	101675	51184	177738	5
2019.08.30	10:50:00	101675	102195	101610	101875	87010	307546	5
2019.08.30	11:00:00	101870	102135	101845	102050	63298	214159	5
2019.08.30	11:10:00	102045	102080	101730	101770	48856	177387	5
2019.08.30	11:20:00	101775	101840	101635	101745	50595	182042	5
2019.08.30	11:30:00	101750	101985	101720	101970	46462	158674	5
2019.08.30	11:40:00	101965	102225	101905	102180	57777	217245	5
2019.08.30	11:50:00	102180	102260	101950	102125	62406	218367	5
2019.08.30	12:00:00	102125	102160	101735	101880	61267	234133	5
2019.08.30	12:10:00	101875	101970	101565	101630	56931	219476	5
2019.08.30	12:20:00	101630	101650	101425	101530	43759	167561	5
2019.08.30	12:30:00	101530	101790	101520	101685	39095	146113	5
2019.08.30	12:40:00	101685	101765	101605	101760	27279	103763	5
2019.08.30	12:50:00	101760	101875	101720	101815	32533	120390	5
2019.08.30	13:00:00	101815	101915	101725	101785	32820	123533	5
2019.08.30	13:10:00	101785	101860	101715	101810	22543	90227	5
2019.08.30	13:20:00	101810	101845	101675	101690	20306	80388	5
2019.08.30	13:30:00	101690	101715	101590	101640	24117	90405	5
2019.08.30	13:40:00	101635	101660	101525	101615	22435	86370	5
2019.08.30	13:50:00	101610	101615	101395	101505	36255	142461	5
2019.08.30	14:00:00	101505	101555	101375	101445	29382	144542	5
2019.08.30	14:10:00	101445	101475	101360	101425	25006	118060	5
2019.08.30	14:20:00	101425	101550	101400	101510	27836	135116	5
2019.08.30	14:30:00	101510	101540	101410	101525	25514	119198	5
2019.08.30	14:40:00	101520	101530	101420	101440	21219	112188	5
2019.08.30	14:50:00	101440	101485	101365	101390	26114	108341	5
2019.08.30	15:00:00	101390	101755	101380	101750	45906	164074	5
2019.08.30	15:10:00	101750	101820	101620	101805	30945	107307	5
2019.08.30	15:20:00	101805	101940	101725	101915	37000	136330	5
2019.08.30	15:30:00	101915	102045	101855	101855	32048	117008	5
2019.08.30	15:40:00	101855	101925	101800	101870	27508	102427	5
2019.08.30	15:50:00	101870	102080	101840	101980	36520	137847	5
2019.08.30	16:00:00	101975	102055	101900	102000	23309	88541	5
2019.08.30	16:10:00	101995	102000	101865	101890	23504	93939	5
2019.08.30	16:20:00	101890	101935	101740	101825	34458	131389	5
2019.08.30	16:30:00	101825	102070	101820	102020	33338	133037	5
2019.08.30	16:40:00	102020	102060	101930	101960	23448	97324	5
2019.08.30	16:50:00	101960	102195	101940	102170	36219	153244	5
2019.08.30	17:00:00	102170	102280	102080	102240	23507	95448	5
2019.08.30	17:10:00	102235	102315	102120	102220	19988	80510	5
2019.08.30	17:20:00	102215	102280	102120	102180	12720	45896	5
2019.08.30	17:30:00	102185	102225	102090	102205	12193	46532	5
2019.08.30	17:40:00	102210	102290	102185	102220	7959	32540	5
2019.08.30	17:50:00	102220	102240	102125	102225	4436	21637	5
2019.09.02	09:00:00	102140	102245	101845	101900	31118	96425	5
2019.09.02	09:10:00	101895	101945	101805	101860	25126	78582	5
2019.09.02	09:20:00	101860	101915	101810	101855	18286	59330	5
2019.09.02	09:30:00	101850	101890	101740	101750	23275	79704	5
2019.09.02	09:40:00	101750	101790	101720	101765	18643	65229	5
2019.09.02	09:50:00	101765	101810	101745	101785	15263	55311	5
2019.09.02	10:00:00	101785	102075	101765	102035	65949	222231	5
2019.09.02	10:10:00	102035	102165	101965	102105	54433	182990	5
2019.09.02	10:20:00	102105	102150	101850	101940	53359	184020	5
2019.09.02	10:30:00	101940	102000	101630	101650	68042	255573	5
2019.09.02	10:40:00	101655	101790	101585	101750	53303	193052	5
2019.09.02	10:50:00	101750	101755	101545	101630	42434	162568	5
2019.09.02	11:00:00	101635	101890	101625	101810	50247	179405	5
2019.09.02	11:10:00	101805	102065	101790	102050	44844	158180	5
2019.09.02	11:20:00	102050	102210	102030	102080	42412	171011	5
2019.09.02	11:30:00	102080	102140	102000	102080	31774	109363	5
2019.09.02	11:40:00	102080	102280	102025	102115	47484	165252	5
2019.09.02	11:50:00	102115	102185	102070	102155	22429	85061	5
2019.09.02	12:00:00	102155	102190	102020	102095	24208	92350	5
2019.09.02	12:10:00	102095	102110	101925	101930	25335	97406	5
2019.09.02	12:20:00	101935	102025	101865	101890	30305	110333	5
2019.09.02	12:30:00	101895	102050	101880	101935	23550	81770	5
2019.09.02	12:40:00	101935	101970	101695	101695	23358	84697	5
2019.09.02	12:50:00	101700	101835	101595	101790	43781	163782	5
2019.09.02	13:00:00	101785	101850	101725	101765	17859	66030	5
2019.09.02	13:10:00	101770	101820	101735	101750	9759	37762	5
2019.09.02	13:20:00	101760	101870	101735	101820	17687	66245	5
2019.09.02	13:30:00	101820	101855	101630	101705	28514	110900	5
2019.09.02	13:40:00	101710	101740	101650	101690	13248	53327	5
2019.09.02	13:50:00	101695	101750	101650	101690	10896	45746	5
2019.09.02	14:00:00	101690	101690	101500	101560	32901	129530	5
2019.09.02	14:10:00	101570	101720	101550	101700	19018	65641	5
2019.09.02	14:20:00	101705	101875	101695	101825	23256	91175	5
2019.09.02	14:30:00	101835	101845	101660	101690	24237	89895	5
2019.09.02	14:40:00	101695	101890	101590	101835	32402	128360	5
2019.09.02	14:50:00	101840	101875	101730	101780	15341	58815	5
2019.09.02	15:00:00	101785	101860	101700	101795	15920	59148	5
2019.09.02	15:10:00	101800	101965	101750	101915	19540	71285	5
2019.09.02	15:20:00	101915	102000	101820	101835	19189	68137	5
2019.09.02	15:30:00	101835	101885	101760	101820	15224	55393	5
2019.09.02	15:40:00	101815	101855	101385	101440	44779	183963	5
2019.09.02	15:50:00	101440	101520	101245	101395	31888	136012	5
